Slide_No,State,District,Toposheet,Latitude,Longitude,Length,Width,Height,Area,Activity,Geomorphol,Lithology,LULC,Triggering,Year,Basin,Sub_Basin,Source,feature_id,geometry_type
SK /MNG /78A5 /2023 /6,SIKKIM,MANGAN,78A5,27.8004,88.4855,68.09,46.665,201.275146484,2389.06063881,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.342,MultiPolygon
SK /MNG /78A5 /2023 /11,SIKKIM,MANGAN,78A5,27.8092,88.4801,391.074,175.864,74.9014892578,35329.4323314,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.347,MultiPolygon
SK /MNG /78A5 /2023 /14,SIKKIM,MANGAN,78A5,27.8094,88.482,83.925,38.731,2.96527099609,2391.21763658,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.350,MultiPolygon
SK /MNG /78A5 /2023 /15,SIKKIM,MANGAN,78A5,27.8104,88.4817,140.597,50.933,128.979980469,4912.88452215,Active,Highly Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.356,MultiPolygon
SK /MNG /78A5 /2023 /16,SIKKIM,MANGAN,78A5,27.8066,88.483,266.197,161.783,83.3342285156,26833.911966,Active,Highly Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.357,MultiPolygon
SK /MNG /78A5 /2023 /17,SIKKIM,MANGAN,78A5,27.799,88.4875,284.698,264.251,16.8986816406,46754.0903195,Active,Highly Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.358,MultiPolygon
SK /MNG /78A5 /2023 /18,SIKKIM,MANGAN,78A5,27.8052,88.4839,78.098,68.021,56.7814941406,3593.44858923,Active,Highly Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.359,MultiPolygon
SK /MNG /78A5 /2023 /19,SIKKIM,MANGAN,78A5,27.8044,88.4843,90.824,52.877,33.8203125,3291.11685028,Active,Highly Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.360,MultiPolygon
SK /MNG /78A5 /2023 /20,SIKKIM,MANGAN,78A5,27.8019,88.4871,183.165,98.964,52.8935546875,11692.9482499,Active,Highly Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.361,MultiPolygon
SK /MNG /78A5 /2023 /21,SIKKIM,MANGAN,78A5,27.8019,88.486,91.306,34.586,31.373046875,2299.62397439,Active,Highly Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.362,MultiPolygon
SK /MNG /78A5 /2023 /27,SIKKIM,MANGAN,78A5,27.8089,88.4821,69.97,57.004,20.0,2889.61578701,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.391,MultiPolygon
SK /MNG /78A5 /2023 /1,SIKKIM,MANGAN,78A5,27.8259,88.4706,206.233,100.576,54.1264648438,13876.0310067,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.337,MultiPolygon
SK /MNG /78A5 /2023 /8,SIKKIM,MANGAN,78A5,27.8276,88.4674,125.045,96.58,286.439453125,7927.15392167,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.344,MultiPolygon
SK /MNG /78A5 /2023 /9,SIKKIM,MANGAN,78A5,27.8268,88.4677,74.616,46.549,228.122802734,2390.45988099,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.345,MultiPolygon
SK /MNG /78A5 /2023 /10,SIKKIM,MANGAN,78A5,27.8337,88.468,126.332,46.368,147.423339844,3939.99081661,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.346,MultiPolygon
SK /MNG /78A5 /2023 /22,SIKKIM,MANGAN,78A5,27.8338,88.4671,76.507,55.717,47.0,2820.36010329,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.383,MultiPolygon
SK /MNG /78A5 /2023 /2,SIKKIM,MANGAN,78A5,27.8174,88.4778,267.347,118.473,116.299072266,20651.9847082,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.338,MultiPolygon
SK /MNG /78A5 /2023 /23,SIKKIM,MANGAN,78A5,27.8177,88.4745,309.689,104.63,63.0,21733.2450854,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.384,MultiPolygon
SK /MNG /78A5 /2023 /24,SIKKIM,MANGAN,78A5,27.8344,88.4666,69.636,45.164,55.0,2399.50614399,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.385,MultiPolygon
